id,pedido_id,produto_id,quantidade,preco_unit
2226,743,86,4,307.25
2227,743,14,4,30.63
2228,743,16,1,292.06
2229,743,87,2,186.74
2230,744,92,4,409.49
2231,744,57,1,180.18
2232,744,67,4,290.94
2233,744,81,1,470.7
2234,744,4,4,337.84
2235,745,43,2,21.83
2236,745,53,1,153.22
2237,746,33,4,426.22
2238,747,32,3,182.67
2239,747,7,3,228.54
2240,747,82,3,234.52
2241,748,99,2,112.6
2242,748,97,3,372.95
2243,748,23,3,392.67
2244,749,79,1,173.54
2245,749,40,2,165.1
2246,749,12,1,457.94
2247,749,64,4,163.33
2248,750,91,4,109.05
2249,750,57,4,181.79
2250,751,42,2,480.06
2251,751,75,1,64.63
2252,751,90,3,455.33
2253,752,69,3,380.82
2254,752,90,2,205.01
2255,752,12,1,107.32
2256,752,19,4,427.58
2257,752,51,3,271.09
2258,753,95,4,60.78
2259,753,11,3,310.58
2260,754,6,2,226.84
2261,754,86,2,278.51
2262,754,29,3,22.92
2263,755,57,2,438.82
2264,755,38,2,81.23
2265,756,62,1,430.19
2266,756,71,4,213.12
2267,757,67,2,212.04
2268,757,50,4,317.36
2269,757,47,3,356.31
2270,757,47,3,221.34
2271,757,46,2,166.88
2272,758,90,2,167.61
2273,759,65,2,57.34
2274,759,14,4,272.33
2275,760,92,2,362.85
2276,760,74,2,237.99
2277,760,57,1,235.52
2278,760,9,4,299.62
2279,760,58,2,20.84
2280,761,62,1,448.96
2281,761,46,2,41.25
2282,761,36,1,477.82
2283,761,94,3,474.2
2284,761,63,1,359.67
2285,762,28,2,493.24
2286,762,90,4,161.81
2287,762,73,3,171.96
2288,762,70,4,80.67
2289,763,79,3,432.74
2290,763,46,1,358.94
2291,763,10,1,389.56
2292,763,94,1,269.59
2293,763,32,2,368.95
2294,764,4,2,419.51
2295,764,43,4,367.05
2296,764,52,1,56.14
2297,764,49,4,404.41
2298,764,44,4,77.87
2299,765,23,1,162.49
2300,765,64,4,440.74
2301,766,26,2,137.65
2302,767,82,3,492.96
2303,767,97,1,176.46
2304,768,78,3,20.0
2305,769,13,1,344.53
2306,770,68,1,482.16
2307,770,50,1,12.28
2308,771,73,1,402.02
2309,771,23,3,431.09
2310,771,64,2,321.88
2311,772,13,2,488.13
2312,772,74,2,303.86
2313,773,99,4,356.12
2314,773,57,2,258.59
2315,774,16,1,468.29
2316,775,88,3,62.81
2317,775,22,2,299.15
2318,775,78,1,253.85
2319,776,85,3,469.53
2320,776,15,4,394.19
2321,777,47,1,175.79
2322,777,63,2,127.33
2323,777,6,2,399.09
2324,777,62,3,38.73
2325,777,12,1,425.41
2326,778,83,4,380.89
2327,778,18,2,148.46
2328,778,38,4,384.13
2329,779,11,4,223.22
2330,779,14,4,21.68
2331,779,79,3,285.01
2332,779,99,4,159.89
2333,780,6,1,268.5
2334,780,40,2,473.92
2335,780,95,2,324.06
2336,781,39,1,33.13
2337,782,69,2,182.37
2338,782,88,1,413.64
2339,782,68,4,371.88
2340,782,88,2,259.29
2341,783,24,2,58.34
2342,784,27,3,45.75
2343,784,82,4,111.3
2344,785,49,1,32.16
2345,785,15,2,451.16
2346,785,31,3,12.32
2347,785,50,3,492.36
2348,785,52,2,192.17
2349,786,32,2,79.42
2350,787,55,3,442.15
2351,787,84,3,110.39
2352,787,2,3,210.51
2353,787,49,4,413.54
2354,787,25,3,422.89
2355,788,81,3,304.06
2356,788,99,4,30.48
2357,788,89,4,73.16
2358,788,15,2,44.56
2359,789,63,2,452.09
2360,790,22,2,273.1
2361,791,37,4,149.56
2362,791,34,3,429.2
2363,791,51,1,382.88
2364,792,64,1,281.83
2365,792,5,2,72.29
2366,793,30,4,63.58
2367,793,24,1,418.22
2368,793,9,1,383.65
2369,793,48,2,223.61
2370,794,99,2,226.59
2371,794,65,1,334.81
2372,794,93,2,386.59
2373,794,2,3,31.44
2374,795,33,3,431.15
2375,795,26,2,181.56
2376,796,38,4,196.22
2377,797,81,1,120.37
2378,797,93,2,174.59
2379,797,57,4,22.4
2380,797,78,1,423.28
2381,797,19,3,282.86
2382,798,88,3,37.79
2383,798,69,1,210.86
2384,798,22,1,313.11
2385,798,19,3,191.48
2386,798,1,1,345.32
2387,799,50,1,285.73
2388,799,98,1,429.93
2389,799,10,1,286.18
2390,799,61,1,327.94
2391,800,79,4,148.41
2392,800,96,4,230.34
2393,800,79,2,344.61
2394,800,82,3,179.12
2395,800,20,4,244.77
2396,801,37,3,119.68
2397,801,50,2,481.89
2398,801,48,3,442.15
2399,801,39,1,221.55
2400,802,91,1,235.37
2401,802,17,2,493.87
2402,803,54,2,471.52
2403,803,58,4,235.68
2404,803,60,4,476.66
2405,804,52,3,169.75
2406,804,27,2,364.42
2407,804,25,2,116.31
2408,805,94,2,474.52
2409,805,71,3,451.17
2410,805,40,4,193.66
2411,805,61,2,202.49
2412,805,58,1,275.99
2413,806,28,4,34.93
2414,806,21,3,280.33
2415,806,56,4,469.19
2416,807,27,4,21.68
2417,807,23,4,288.02
2418,808,74,2,324.21
2419,808,41,2,83.83
2420,808,95,4,130.39
2421,809,98,4,164.95
2422,809,9,1,341.33
2423,810,7,1,14.25
2424,811,46,1,163.51
2425,811,28,2,374.36
2426,811,47,3,421.93
2427,812,58,3,295.89
2428,812,23,4,175.92
2429,812,72,3,158.59
2430,812,20,2,451.4
2431,812,69,2,213.44
2432,813,71,4,87.56
2433,813,36,4,352.93
2434,813,85,2,488.3
2435,813,13,2,455.5
2436,813,49,1,76.44
2437,814,99,4,243.67
2438,814,47,1,297.23
2439,814,24,4,296.6
2440,814,63,4,448.05
2441,815,11,3,443.95
2442,815,18,3,43.76
2443,815,20,3,341.91
2444,815,86,1,496.52
2445,815,42,2,481.17
2446,816,64,1,183.81
2447,816,76,1,314.71
2448,816,47,4,495.93
2449,817,67,2,261.58
2450,817,22,1,249.91
2451,817,90,1,328.21
2452,818,56,3,229.98
2453,818,96,3,29.82
2454,818,43,4,333.11
2455,819,80,1,74.02
2456,819,3,1,369.97
2457,819,61,3,196.53
2458,819,89,4,200.31
2459,819,43,3,351.46
2460,820,44,4,209.53
2461,820,93,2,472.02
2462,820,63,3,280.67
2463,821,58,3,50.82
2464,821,41,1,404.68
2465,821,17,1,21.27
2466,822,48,2,46.46
2467,823,31,2,290.24
2468,824,2,1,14.73
2469,825,81,1,86.56
2470,825,43,4,319.19
2471,825,8,1,310.16
2472,826,11,2,459.82
2473,826,12,2,54.93
2474,827,30,4,397.88
2475,828,50,1,361.32
2476,828,25,3,316.47
2477,829,64,2,357.04
2478,829,94,2,239.91
2479,829,65,1,226.83
2480,829,26,1,48.98
2481,830,74,2,440.31
2482,830,90,2,352.98
2483,830,42,1,102.22
2484,831,76,2,203.39
2485,831,65,3,304.76
2486,832,45,2,219.0
2487,832,84,2,269.97
2488,832,21,3,147.91
2489,833,45,1,40.76
2490,834,98,4,49.18
2491,835,87,1,488.81
2492,835,99,1,166.02
2493,835,78,3,352.06
2494,835,94,1,288.91
2495,836,62,4,185.48
2496,836,98,3,254.85
2497,836,96,4,163.6
2498,837,6,2,297.74
2499,837,60,3,210.77
2500,838,60,4,237.18
2501,838,95,4,84.82
2502,838,4,4,215.6
2503,839,81,3,196.91
2504,839,2,2,205.71
2505,840,24,2,84.01
2506,840,51,2,56.47
2507,840,44,4,83.45
2508,840,51,2,20.62
2509,841,71,3,416.59
2510,841,63,3,121.59
2511,842,21,4,222.1
2512,842,8,4,484.86
2513,842,9,3,481.11
2514,842,78,3,355.95
2515,842,67,3,79.32
2516,843,2,2,214.01
2517,843,44,3,319.44
2518,843,55,3,345.19
2519,843,68,1,303.57
2520,844,89,3,365.13
2521,844,61,2,191.09
2522,844,48,1,18.68
2523,845,42,2,112.63
2524,845,41,2,455.97
2525,845,72,4,395.54
2526,845,43,3,292.84
2527,846,81,2,483.08
2528,846,79,2,356.97
2529,847,61,2,249.41
2530,847,13,1,163.6
2531,848,11,2,315.57
2532,848,94,4,236.72
2533,848,50,3,42.79
2534,848,36,2,397.73
2535,849,8,3,425.41
2536,849,82,4,130.83
2537,850,80,3,184.52
2538,851,41,2,394.01
2539,851,78,4,492.79
2540,851,83,2,413.83
2541,851,77,2,479.29
2542,852,8,1,154.85
2543,852,65,2,266.52
2544,852,49,3,131.63
2545,852,2,4,353.32
2546,852,19,3,137.88
2547,853,83,1,24.12
2548,853,60,4,48.57
2549,853,49,2,228.88
2550,854,98,2,300.98
2551,854,36,3,62.79
2552,854,91,4,145.22
2553,854,76,4,149.53
2554,854,3,2,168.17
2555,855,71,1,435.19
2556,856,93,3,79.46
2557,856,81,4,279.56
2558,856,51,4,326.7
2559,856,98,2,170.04
2560,857,97,3,168.77
2561,858,8,1,442.8
2562,858,9,2,253.37
2563,858,67,2,84.27
2564,858,31,2,470.66
2565,858,46,1,379.78
2566,859,97,1,212.19
2567,859,70,1,251.3
2568,859,83,1,267.09
2569,860,12,2,278.57
2570,860,15,2,229.76
2571,860,8,3,121.42
2572,860,90,1,35.72
2573,861,29,4,30.77
2574,861,18,2,475.48
2575,862,97,3,168.25
2576,862,98,4,19.44
2577,862,86,3,251.19
2578,862,6,4,279.52
2579,862,27,2,298.94
2580,863,90,4,13.5
2581,863,48,1,294.98
2582,864,20,2,204.62
2583,864,96,1,458.45
2584,864,48,3,140.17
2585,864,26,4,88.33
2586,864,42,3,173.9
2587,865,37,4,68.39
2588,865,78,4,24.12
2589,865,15,4,110.25
2590,866,96,4,404.27
2591,867,95,2,382.28
2592,867,87,3,418.14
2593,868,7,3,186.86
2594,868,33,2,287.75
2595,869,28,1,161.85
2596,869,27,2,431.58
2597,870,59,4,362.78
2598,870,22,4,304.89
2599,870,77,4,245.29
2600,870,86,3,399.55
2601,871,1,1,312.02
2602,871,2,1,313.45
2603,872,49,1,158.69
2604,872,48,2,57.64
2605,872,55,2,326.43
2606,873,84,1,147.19
2607,873,5,1,155.76
2608,873,34,1,158.0
2609,874,82,2,68.96
2610,874,61,1,441.34
2611,874,12,2,17.03
2612,874,75,2,233.07
2613,875,90,3,142.33
2614,875,89,4,41.01
2615,875,51,2,115.58
2616,875,64,4,24.65
2617,875,53,4,416.92
2618,876,6,1,292.61
2619,876,36,1,480.12
2620,877,35,4,109.32
2621,877,25,1,338.91
2622,877,1,2,347.94
2623,878,90,4,283.88
2624,879,96,2,360.63
2625,879,12,1,150.39
2626,879,61,3,233.57
2627,879,48,2,192.9
2628,880,82,2,167.15
2629,880,75,3,209.43
2630,880,45,4,192.33
2631,880,87,3,82.34
2632,880,53,4,341.1
2633,881,33,4,52.36
2634,881,46,2,173.07
2635,881,70,4,230.88
2636,882,81,1,178.29
2637,882,70,2,303.41
2638,883,27,2,488.84
2639,883,54,4,50.05
2640,884,74,1,264.59
2641,885,86,3,467.91
2642,886,43,2,345.17
2643,886,94,4,67.29
2644,887,51,4,266.33
2645,887,96,2,292.74
2646,887,14,4,347.02
2647,888,89,4,86.29
2648,888,65,2,360.94
2649,889,10,4,80.73
2650,890,39,2,380.34
2651,890,13,2,275.56
2652,890,4,2,21.52
2653,891,100,1,111.47
2654,891,58,1,42.84
2655,891,46,1,216.74
2656,892,39,1,351.93
2657,892,27,3,200.0
2658,892,76,3,219.98
2659,892,76,4,321.26
2660,893,64,4,488.74
2661,894,90,3,25.21
2662,894,50,4,431.98
2663,894,76,1,217.12
2664,895,88,3,475.07
2665,895,49,4,497.37
2666,895,98,1,481.76
2667,895,70,1,242.69
2668,895,93,1,50.65
2669,896,44,4,196.13
2670,897,40,4,26.83
2671,897,53,4,116.11
2672,898,76,1,345.07
2673,899,24,4,43.86
2674,900,50,3,351.59
2675,900,16,1,134.07
2676,900,58,4,95.22
2677,900,6,3,428.24
2678,901,88,3,219.1
2679,901,10,2,484.6
2680,901,32,2,246.25
2681,902,84,4,390.11
2682,903,24,4,31.5
2683,903,88,2,176.63
2684,904,57,4,122.08
2685,904,18,1,59.75
2686,904,78,2,372.77
2687,904,47,1,224.67
2688,904,68,4,20.06
2689,905,5,1,215.13
2690,905,90,3,223.78
2691,905,12,4,42.8
2692,906,65,3,242.57
2693,906,18,2,454.24
2694,906,12,1,21.81
2695,907,58,2,335.67
2696,907,62,3,283.11
2697,907,85,1,485.72
2698,907,15,2,295.24
2699,907,19,1,123.8
2700,908,51,2,375.85
2701,908,66,1,192.21
2702,908,86,1,65.25
2703,909,18,1,158.64
2704,909,62,3,461.16
2705,909,61,2,102.45
2706,910,23,4,114.92
2707,910,81,4,280.99
2708,910,17,1,81.6
2709,910,9,2,431.98
2710,911,32,1,287.42
2711,911,47,4,421.49
2712,911,53,2,415.71
2713,911,6,1,378.66
2714,912,86,4,23.56
2715,912,78,3,201.48
2716,912,17,2,376.82
2717,913,97,4,326.56
2718,913,67,2,128.26
2719,913,10,3,253.6
2720,913,54,4,303.91
2721,914,100,1,355.19
2722,915,51,1,191.07
2723,915,44,3,237.61
2724,916,61,3,460.47
2725,916,89,4,199.19
2726,916,12,2,239.97
2727,917,79,3,271.04
2728,917,35,1,133.28
2729,917,77,3,438.63
2730,917,42,2,163.4
2731,918,40,2,180.77
2732,918,67,2,414.61
2733,919,55,3,139.32
2734,919,18,2,386.47
2735,919,88,3,103.08
2736,919,71,3,359.18
2737,920,75,2,401.04
2738,920,93,2,67.43
2739,920,27,3,322.91
2740,921,83,3,99.71
2741,921,51,4,193.75
2742,921,73,4,361.35
2743,921,19,4,273.33
2744,921,33,3,306.93
2745,922,51,4,408.43
2746,923,33,1,102.57
2747,924,71,4,468.03
2748,924,54,3,260.45
2749,924,55,2,140.19
2750,924,61,4,301.68
2751,925,18,4,163.44
2752,925,98,2,70.23
2753,925,9,1,30.11
2754,925,69,3,62.66
2755,926,96,2,394.1
2756,926,85,4,110.4
2757,926,44,1,14.83
2758,927,31,3,149.25
2759,927,78,2,118.01
2760,927,46,3,464.65
2761,927,71,2,84.33
2762,927,22,3,383.55
2763,928,3,2,275.44
2764,928,95,2,54.68
2765,928,16,3,406.68
2766,928,53,1,130.63
2767,929,22,2,235.16
2768,929,36,2,459.64
2769,930,40,1,127.0
2770,931,30,4,228.62
2771,931,53,1,425.17
2772,931,95,4,226.84
2773,931,97,4,426.79
2774,932,35,1,275.22
2775,932,63,2,442.09
2776,932,68,4,396.9
2777,932,64,3,167.82
2778,933,78,4,420.73
2779,933,91,2,192.75
2780,933,90,1,304.47
2781,933,52,4,92.51
2782,933,46,2,116.78
2783,934,38,3,131.9
2784,934,61,2,195.93
2785,934,73,1,346.38
2786,934,9,2,326.28
2787,935,45,1,200.55
2788,935,63,3,196.68
2789,935,55,4,364.85
2790,935,45,1,224.31
2791,936,34,3,189.63
2792,936,29,4,87.47
2793,937,49,2,424.49
2794,937,30,3,33.51
2795,937,21,1,356.48
2796,937,71,1,311.57
2797,937,68,1,132.69
2798,938,19,4,83.02
2799,938,24,4,146.47
2800,938,22,2,210.64
2801,939,12,1,123.59
2802,939,95,1,290.58
2803,939,61,2,151.24
2804,939,31,4,448.51
2805,939,26,1,405.79
2806,940,13,1,43.02
2807,940,23,3,410.47
2808,940,71,1,391.74
2809,940,20,3,364.37
2810,940,2,2,130.37
2811,941,66,2,385.51
2812,941,8,1,255.45
2813,941,7,4,76.13
2814,942,31,2,424.8
2815,942,36,3,291.19
2816,942,23,4,130.44
2817,942,21,1,359.58
2818,943,49,1,42.87
2819,943,59,2,10.28
2820,943,51,4,341.99
2821,943,60,4,445.51
2822,943,74,3,395.33
2823,944,53,3,266.5
2824,944,64,2,256.54
2825,944,27,2,404.37
2826,944,48,1,303.9
2827,945,53,1,306.15
2828,945,48,4,194.21
2829,945,26,1,164.13
2830,946,82,2,223.41
2831,947,98,4,433.95
2832,947,39,2,328.04
2833,948,30,2,79.73
2834,948,52,4,133.93
2835,948,48,4,359.32
2836,948,54,2,237.02
2837,949,82,2,474.39
2838,950,45,3,193.28
2839,951,56,4,444.65
2840,951,46,1,303.14
2841,951,62,4,29.86
2842,951,25,1,182.72
2843,952,13,2,15.42
2844,952,72,2,374.73
2845,952,66,3,39.34
2846,953,52,3,21.83
2847,953,59,3,401.27
2848,954,7,3,149.61
2849,954,98,1,442.93
2850,954,66,4,222.37
2851,955,20,1,499.34
2852,956,57,3,333.7
2853,956,98,3,80.54
2854,956,50,2,55.66
2855,956,6,3,203.26
2856,957,18,3,15.94
2857,958,54,4,288.95
2858,958,73,2,219.19
2859,959,9,2,10.28
2860,959,34,2,430.83
2861,959,29,4,395.64
2862,960,64,2,463.16
2863,960,59,1,49.19
2864,960,48,3,312.23
2865,960,34,4,478.28
2866,961,42,3,319.45
2867,961,92,2,337.2
2868,961,100,3,405.03
2869,961,3,2,120.84
2870,961,43,4,246.86
2871,962,93,3,254.45
2872,962,76,4,35.13
2873,962,33,3,402.82
2874,962,72,1,413.79
2875,962,29,2,423.8
2876,963,13,4,453.54
2877,963,52,3,212.2
2878,964,32,3,156.55
2879,964,85,2,315.3
2880,964,8,1,389.73
2881,964,56,4,208.9
2882,965,4,4,241.86
2883,965,16,3,469.42
2884,966,63,2,248.39
2885,966,52,4,298.33
2886,966,37,4,426.23
2887,967,77,2,174.69
2888,967,11,3,300.79
2889,968,95,1,50.33
2890,969,64,2,274.78
2891,970,1,2,496.0
2892,971,38,2,26.02
2893,971,90,3,342.58
2894,971,12,3,336.37
2895,971,40,1,90.96
2896,972,75,1,29.08
2897,972,79,1,494.21
2898,972,25,1,412.5
2899,973,63,4,413.85
2900,973,38,1,140.99
2901,974,37,1,417.58
2902,974,78,2,41.82
2903,974,100,3,87.12
2904,974,29,1,253.24
2905,974,44,3,25.7
2906,975,46,4,407.03
2907,975,91,3,153.89
2908,976,31,4,405.41
2909,976,27,3,336.47
2910,976,91,2,236.03
2911,976,8,2,28.03
2912,977,58,1,82.36
2913,977,10,2,83.17
2914,977,89,3,387.48
2915,977,92,3,293.84
2916,977,16,4,223.31
2917,978,27,3,469.34
2918,978,47,4,331.53
2919,978,45,2,201.49
2920,978,33,1,33.97
2921,978,64,4,101.42
2922,979,42,4,394.03
2923,979,42,4,75.12
2924,979,97,4,332.62
2925,979,22,2,13.64
2926,980,43,4,55.68
2927,980,18,2,30.59
2928,980,64,2,261.26
2929,981,54,2,363.18
2930,981,81,1,387.72
2931,981,79,3,358.57
2932,982,62,3,11.34
2933,982,43,2,113.42
2934,982,68,3,270.13
2935,983,94,2,223.12
2936,983,93,1,232.93
2937,983,97,3,274.01
2938,983,43,4,31.81
2939,983,81,1,209.59
2940,984,54,4,416.48
2941,985,76,2,462.31
2942,985,39,2,230.14
2943,985,86,1,410.2
2944,985,1,3,203.46
2945,986,58,2,29.87
2946,986,56,2,204.52
2947,986,36,1,479.73
2948,986,94,4,18.01
2949,986,85,3,386.76
2950,987,28,4,494.55
2951,988,31,3,392.04
2952,988,43,4,284.77
2953,988,26,2,277.08
2954,988,11,1,345.69
2955,988,62,3,326.95
2956,989,96,1,73.64
2957,990,86,2,332.15
2958,990,55,3,213.63
2959,990,47,2,367.29
2960,991,70,3,161.65
2961,992,20,1,47.35
2962,992,1,1,427.98
2963,992,99,2,42.33
2964,992,15,3,482.92
2965,992,65,4,175.39
2966,993,62,4,260.28
2967,993,46,3,394.89
2968,993,50,1,183.09
2969,993,33,2,277.2
2970,993,80,1,456.35
2971,994,44,1,89.52
2972,995,97,2,244.56
2973,995,50,3,24.6
2974,996,100,1,405.56
2975,996,25,4,114.06
2976,996,96,4,389.0
2977,996,96,1,488.31
2978,997,59,4,283.15
2979,997,48,4,167.88
2980,998,25,1,27.83
2981,998,3,1,289.76
2982,999,1,3,213.61
2983,999,11,3,432.38
2984,999,77,2,423.08
2985,1000,61,1,300.51
2986,1000,71,4,281.26
2987,1000,5,3,68.68
2988,1000,69,3,130.56
2989,1000,14,4,153.79
2990,1001,18,3,335.76
2991,1002,36,4,499.65
2992,1002,10,3,426.37
2993,1002,40,3,46.8
2994,1003,37,4,21.14
2995,1003,12,3,100.54
2996,1003,78,2,466.39
2997,1004,13,1,187.64
2998,1004,41,3,386.32
2999,1004,28,1,99.48
3000,1004,36,1,123.44
3001,1004,71,3,422.32
3002,1005,71,1,407.67
3003,1005,85,3,454.1
3004,1005,52,3,59.21
3005,1005,54,1,162.83
3006,1005,35,1,332.37
3007,1006,76,2,43.69
3008,1007,6,1,446.79
3009,1008,14,3,208.93
3010,1008,72,3,87.82
3011,1008,22,2,50.18
3012,1008,73,2,327.76
3013,1009,94,1,240.45
3014,1010,88,2,371.55
3015,1010,1,2,494.93
3016,1011,94,3,292.58
3017,1011,31,2,251.4
3018,1011,79,1,220.56
3019,1011,68,4,104.31
3020,1011,52,3,178.69
3021,1012,37,4,456.27
3022,1012,16,3,132.03
3023,1012,78,4,134.95
3024,1012,15,4,10.71
3025,1012,96,4,299.46
3026,1013,83,2,292.54
3027,1013,32,1,483.92
3028,1013,30,2,358.42
3029,1014,88,1,368.31
3030,1014,28,4,75.15
3031,1015,84,1,291.54
3032,1015,90,2,361.45
3033,1015,44,1,212.54
3034,1016,93,4,80.75
3035,1016,42,1,435.71
3036,1017,88,4,333.16
3037,1017,26,3,227.27
3038,1017,46,2,111.32
3039,1017,85,2,436.28
3040,1018,36,4,249.57
3041,1018,1,4,33.98
3042,1019,8,4,87.72
3043,1019,27,4,266.9
3044,1019,37,4,64.1
3045,1019,23,2,148.89
3046,1020,98,1,241.88
3047,1020,45,1,297.38
3048,1020,58,3,325.68
3049,1020,36,2,347.33
3050,1021,62,4,142.12
3051,1021,18,2,224.68
3052,1021,83,1,392.69
3053,1021,71,4,198.45
3054,1022,93,2,63.81
3055,1022,89,3,265.79
3056,1022,85,1,143.19
3057,1022,3,3,375.74
3058,1022,14,1,287.91
3059,1023,32,3,133.53
3060,1023,68,2,317.48
3061,1024,42,2,479.72
3062,1025,1,4,288.3
3063,1025,14,4,104.78
3064,1025,55,3,363.23
3065,1025,35,3,351.05
3066,1025,86,2,318.14
3067,1026,61,3,57.08
3068,1026,42,2,446.23
3069,1026,46,1,430.32
3070,1026,69,4,381.87
3071,1026,56,3,251.64
3072,1027,14,1,347.97
3073,1027,6,2,123.34
3074,1027,69,2,238.87
3075,1027,71,1,60.28
3076,1027,29,4,362.03
3077,1028,5,2,191.73
3078,1028,76,3,15.73
3079,1029,83,1,495.74
3080,1029,12,4,447.62
3081,1029,79,3,462.55
3082,1029,33,1,55.82
3083,1030,89,2,31.64
3084,1030,85,3,275.13
3085,1030,63,1,463.85
3086,1030,43,2,399.9
3087,1030,75,1,53.47
3088,1031,90,3,10.05
3089,1031,97,3,467.98
3090,1032,13,2,23.18
3091,1032,25,1,336.98
3092,1032,30,2,412.93
3093,1032,26,1,368.9
3094,1033,59,2,74.99
3095,1033,29,1,334.21
3096,1034,93,2,25.43
3097,1034,97,2,189.65
3098,1034,56,3,419.03
3099,1034,21,2,347.08
3100,1034,22,4,195.26
3101,1035,88,1,271.18
3102,1035,98,4,63.18
3103,1035,20,2,113.77
3104,1036,90,1,222.96
3105,1036,67,2,140.41
3106,1036,21,3,444.33
3107,1036,55,2,477.27
3108,1037,34,4,146.8
3109,1037,99,2,463.84
3110,1038,49,2,208.85
3111,1039,75,4,464.35
3112,1039,17,1,400.33
3113,1039,90,1,122.57
3114,1039,51,1,284.43
3115,1039,24,2,35.89
3116,1040,31,2,401.48
3117,1040,78,1,259.12
3118,1040,71,1,128.33
3119,1040,69,1,176.16
3120,1040,43,1,137.23
3121,1041,6,2,415.77
3122,1041,27,4,250.35
3123,1041,29,2,403.41
3124,1041,80,1,263.8
3125,1041,93,4,45.0
3126,1042,42,1,371.49
3127,1042,36,4,90.67
3128,1042,98,3,24.68
3129,1042,100,1,392.22
3130,1042,93,1,432.81
3131,1043,97,1,168.02
3132,1044,25,1,50.49
3133,1044,13,4,477.01
3134,1044,69,4,393.99
3135,1044,81,3,38.05
3136,1044,46,1,362.42
3137,1045,65,4,339.37
3138,1045,34,3,378.74
3139,1045,19,2,51.67
3140,1046,67,4,150.72
3141,1046,98,1,83.78
3142,1046,6,3,255.69
3143,1046,6,3,195.93
3144,1046,6,4,238.98
3145,1047,34,1,11.37
3146,1047,82,2,195.17
3147,1047,93,3,53.46
3148,1047,52,3,269.72
3149,1047,31,4,285.87
3150,1048,66,2,400.87
3151,1048,48,2,495.43
3152,1048,22,1,189.44
3153,1048,71,4,367.5
3154,1049,27,4,35.99
3155,1050,79,4,305.03
3156,1050,3,4,312.86
3157,1051,8,2,71.63
3158,1051,16,3,402.98
3159,1051,68,4,133.88
3160,1051,68,1,446.2
3161,1051,94,1,138.19
3162,1052,61,2,278.26
3163,1052,32,4,441.42
3164,1052,98,2,195.26
3165,1053,32,1,205.86
3166,1053,19,2,339.77
3167,1054,67,3,365.73
3168,1054,21,3,209.74
3169,1054,54,1,128.93
3170,1054,93,2,190.45
3171,1055,40,4,114.8
3172,1055,6,3,50.26
3173,1055,81,4,152.9
3174,1055,97,4,86.77
3175,1055,6,3,381.25
3176,1056,93,4,396.44
3177,1056,88,3,176.57
3178,1057,94,3,103.92
3179,1057,61,1,337.65
3180,1058,36,3,211.48
3181,1058,68,3,261.36
3182,1058,94,1,388.3
3183,1058,72,1,190.5
3184,1059,36,2,416.9
3185,1059,18,3,365.49
3186,1059,90,4,308.95
3187,1059,44,1,340.1
3188,1059,82,1,151.95
3189,1060,28,3,127.02
3190,1061,68,3,105.22
3191,1061,91,3,297.69
3192,1062,19,4,366.94
3193,1063,77,1,56.34
3194,1064,16,4,363.41
3195,1064,26,1,307.16
3196,1064,81,2,300.73
3197,1064,18,2,251.36
3198,1065,6,3,499.73
3199,1065,93,4,428.86
3200,1065,97,1,478.54
3201,1065,42,4,381.62
3202,1066,65,1,236.24
3203,1066,93,4,391.67
3204,1066,24,1,15.23
3205,1066,4,2,411.97
3206,1067,54,1,173.95
3207,1067,77,1,279.37
3208,1067,49,1,129.75
3209,1067,90,3,241.41
3210,1067,37,4,139.3
3211,1068,54,1,480.58
3212,1068,88,1,442.32
3213,1068,79,2,201.96
3214,1068,8,3,75.62
3215,1068,10,1,162.5
3216,1069,38,3,63.34
3217,1070,62,2,204.53
3218,1070,76,3,420.65
3219,1071,93,4,105.41
3220,1071,78,2,471.38
3221,1072,58,2,46.02
3222,1072,54,3,174.24
3223,1072,5,1,55.19
3224,1072,69,3,73.73
3225,1072,6,4,470.93
3226,1073,44,1,391.23
3227,1073,51,2,251.26
3228,1073,96,4,223.33
3229,1074,17,1,67.09
3230,1075,25,1,470.03
3231,1075,27,1,264.93
3232,1075,78,3,201.39
3233,1075,98,1,410.9
3234,1076,59,4,85.46
3235,1077,28,3,470.75
3236,1078,33,2,386.12
3237,1079,56,3,35.51
3238,1079,14,2,223.76
3239,1079,63,4,316.93
3240,1080,68,2,314.38
3241,1080,6,3,152.3
3242,1080,71,1,128.63
3243,1080,58,1,398.97
3244,1081,62,3,156.24
3245,1081,28,2,209.65
3246,1082,16,3,311.11
3247,1082,48,1,60.21
3248,1083,7,1,306.78
3249,1083,75,3,496.66
3250,1083,37,1,403.61
3251,1083,92,2,468.13
3252,1084,22,3,295.62
3253,1084,91,4,380.55
3254,1084,74,4,385.65
3255,1084,85,4,436.09
3256,1085,67,4,53.93
3257,1085,47,3,81.14
3258,1085,73,4,322.02
3259,1086,14,2,171.87
3260,1086,65,3,20.42
3261,1087,25,2,477.11
3262,1087,100,1,100.63
3263,1087,19,2,154.27
3264,1088,8,4,286.32
3265,1088,3,4,314.89
3266,1088,82,4,85.95
3267,1088,54,1,234.02
3268,1089,28,4,95.22
3269,1090,29,2,264.8
3270,1090,78,3,338.37
3271,1090,67,3,328.59
3272,1091,37,1,419.63
3273,1091,53,1,449.65
3274,1092,73,2,452.1
3275,1093,71,4,177.26
3276,1093,98,2,209.05
3277,1093,19,3,276.81
