id,cliente_id,data_pedido,status,valor_total
1412,105,2025-06-19,concluido,1186.49
1413,248,2025-04-03,concluido,860.69
1414,248,2025-11-29,concluido,494.65
1415,177,2026-01-24,concluido,627.29
1416,71,2025-07-09,cancelado,1005.96
1417,383,2025-04-06,concluido,1185.51
1418,487,2025-09-27,concluido,360.96
1419,206,2025-10-12,concluido,1211.24
1420,315,2026-02-28,concluido,1074.85
1421,83,2025-10-12,concluido,972.02
1422,412,2025-10-30,concluido,260.73
1423,475,2026-02-09,concluido,177.8
1424,135,2025-04-04,concluido,166.06
1425,20,2025-11-24,concluido,1399.49
1426,206,2026-03-10,concluido,805.46
1427,365,2025-10-10,devolvido,133.32
1428,397,2025-07-03,concluido,978.42
1429,225,2025-06-25,concluido,1283.32
1430,477,2025-11-16,concluido,464.71
1431,18,2025-12-14,concluido,790.29
1432,358,2025-10-03,concluido,295.75
1433,19,2025-09-25,concluido,999.78
1434,500,2025-09-08,concluido,1495.38
1435,400,2025-09-20,concluido,1021.01
1436,208,2025-05-02,concluido,800.73
1437,378,2025-11-21,concluido,1382.81
1438,282,2025-11-21,concluido,1253.16
1439,469,2025-04-04,concluido,553.84
1440,418,2025-07-06,concluido,929.23
1441,100,2026-03-10,concluido,635.74
1442,3,2025-10-31,concluido,640.35
1443,55,2025-07-19,concluido,779.6
1444,175,2025-11-28,cancelado,1214.27
1445,490,2025-12-02,concluido,829.96
1446,407,2025-11-04,concluido,1056.58
1447,495,2026-02-14,concluido,751.26
1448,125,2026-02-16,concluido,1443.8
1449,235,2025-06-21,concluido,1349.96
1450,442,2025-04-20,concluido,218.59
1451,35,2025-06-12,concluido,1193.55
1452,113,2025-05-29,concluido,383.4
1453,162,2025-04-23,concluido,561.99
1454,275,2025-12-11,concluido,1256.66
1455,128,2025-08-15,concluido,628.45
1456,384,2025-04-16,concluido,160.24
1457,477,2025-05-28,concluido,505.12
1458,112,2026-02-27,cancelado,440.16
1459,485,2025-04-14,concluido,1398.87
1460,98,2025-12-17,concluido,339.52
1461,377,2025-11-12,concluido,434.84
1462,118,2026-02-21,concluido,412.06
1463,317,2025-11-22,concluido,1179.46
1464,62,2025-07-26,cancelado,1029.93
1465,340,2025-08-08,concluido,59.6
1466,439,2026-03-25,concluido,111.28
1467,247,2025-05-06,concluido,507.35
1468,460,2025-04-21,devolvido,1350.65
1469,445,2025-05-14,concluido,315.16
1470,392,2025-09-10,cancelado,456.39
1471,114,2025-06-10,concluido,235.96
1472,270,2025-06-03,concluido,743.56
1473,277,2025-12-19,concluido,553.57
1474,441,2025-07-21,concluido,303.46
1475,500,2025-11-25,concluido,801.4
1476,162,2025-12-14,concluido,67.14
1477,108,2025-12-26,concluido,196.08
1478,186,2025-12-29,concluido,426.57
1479,281,2025-11-19,concluido,440.64
1480,491,2025-11-10,concluido,580.59
1481,256,2026-02-01,concluido,657.68
1482,386,2025-11-06,concluido,1288.77
1483,144,2025-06-09,concluido,878.54
1484,295,2025-09-25,concluido,1230.58
1485,370,2026-01-18,concluido,391.92
1486,222,2025-11-12,cancelado,334.29
1487,410,2025-08-19,devolvido,266.84
1488,413,2026-03-29,concluido,661.2
1489,69,2025-04-15,devolvido,1281.62
1490,265,2025-05-08,concluido,507.8
1491,250,2026-01-25,concluido,865.1
1492,291,2025-07-27,concluido,193.51
1493,84,2025-08-05,concluido,1230.04
1494,244,2025-08-23,concluido,189.64
1495,382,2026-03-16,concluido,573.39
1496,287,2025-08-27,concluido,1224.52
1497,177,2026-02-14,concluido,225.79
1498,445,2025-04-28,concluido,928.09
1499,296,2026-01-21,concluido,991.24
1500,90,2025-09-14,devolvido,462.68
1501,167,2026-02-23,concluido,756.87
1502,378,2025-11-01,concluido,163.69
1503,315,2025-04-27,concluido,965.98
1504,75,2025-07-24,cancelado,978.84
1505,476,2025-10-01,concluido,965.35
1506,293,2025-05-24,concluido,1365.26
1507,41,2025-05-19,concluido,380.92
1508,163,2025-12-27,concluido,1080.13
1509,310,2026-03-01,concluido,443.31
1510,228,2025-07-17,concluido,1411.22
1511,383,2025-08-07,concluido,1450.01
1512,212,2025-10-23,concluido,1288.61
1513,65,2025-09-09,concluido,1009.93
1514,482,2025-10-22,concluido,1137.12
1515,108,2025-06-22,concluido,199.36
1516,33,2025-12-28,cancelado,736.12
1517,28,2025-06-22,concluido,625.67
1518,392,2025-11-25,devolvido,200.7
1519,317,2025-04-24,concluido,999.51
1520,454,2025-05-14,concluido,382.57
1521,378,2025-11-09,concluido,958.4
1522,68,2026-01-10,concluido,297.38
1523,18,2025-12-02,concluido,1297.53
1524,167,2025-10-24,cancelado,727.43
1525,446,2025-05-06,concluido,445.0
1526,228,2025-10-06,concluido,1425.3
1527,277,2026-01-08,concluido,916.5
1528,324,2025-12-25,concluido,1322.08
1529,223,2025-11-22,concluido,977.32
1530,159,2026-03-30,cancelado,748.39
1531,117,2026-02-02,concluido,690.7
1532,188,2026-01-01,concluido,275.79
1533,6,2025-07-22,concluido,1232.3
1534,435,2025-09-14,concluido,465.81
1535,274,2025-11-24,concluido,1387.03
1536,485,2026-02-25,concluido,484.44
1537,393,2025-08-02,concluido,474.74
1538,119,2025-07-11,concluido,844.91
1539,97,2025-10-23,concluido,862.8
1540,203,2025-11-11,concluido,1086.66
1541,331,2025-11-30,concluido,598.62
1542,135,2025-08-17,concluido,956.72
1543,265,2026-03-28,concluido,1369.43
1544,414,2025-05-22,concluido,444.2
1545,333,2025-11-26,concluido,1222.77
1546,212,2025-11-06,concluido,149.27
1547,70,2025-10-11,concluido,973.49
1548,317,2025-10-20,concluido,1065.69
1549,252,2026-01-10,concluido,78.12
1550,26,2025-12-03,devolvido,82.09
1551,498,2025-10-12,concluido,440.33
1552,367,2025-10-10,concluido,61.9
1553,47,2026-02-09,concluido,765.69
1554,176,2025-06-10,concluido,1189.3
1555,256,2026-03-11,devolvido,722.34
1556,406,2025-11-24,concluido,166.32
1557,385,2025-07-01,devolvido,131.26
1558,398,2026-01-02,concluido,837.63
1559,93,2025-07-23,concluido,1270.23
1560,419,2025-06-16,concluido,68.29
1561,499,2025-04-02,concluido,411.0
1562,395,2025-05-17,devolvido,408.39
1563,18,2025-04-11,concluido,1116.22
1564,49,2025-09-29,concluido,1474.07
1565,243,2025-11-30,concluido,1443.76
1566,480,2026-02-05,concluido,962.29
1567,22,2025-05-17,concluido,846.89
1568,63,2026-01-13,concluido,975.85
1569,102,2026-02-25,concluido,125.53
1570,342,2025-06-21,concluido,213.75
1571,325,2026-02-06,concluido,71.85
1572,407,2025-11-26,concluido,223.49
1573,405,2025-09-10,concluido,1454.81
1574,298,2025-09-09,concluido,739.14
1575,306,2025-04-19,concluido,1167.66
1576,128,2025-08-09,concluido,182.53
1577,317,2025-08-15,concluido,1455.99
1578,389,2025-11-05,concluido,136.67
1579,331,2026-02-09,concluido,827.71
1580,55,2025-12-05,concluido,387.38
1581,286,2025-06-23,concluido,1147.21
1582,413,2025-04-06,cancelado,1113.12
1583,11,2025-12-06,concluido,569.34
1584,69,2025-06-19,concluido,107.26
1585,362,2025-12-25,concluido,477.34
1586,357,2025-07-20,concluido,871.72
1587,279,2025-07-09,concluido,1111.98
1588,141,2026-02-02,cancelado,918.09
1589,441,2025-04-28,concluido,149.87
1590,80,2025-07-30,concluido,1238.16
1591,278,2025-07-27,concluido,51.04
1592,327,2025-10-15,concluido,1113.8
1593,453,2025-11-01,concluido,1292.4
1594,398,2025-08-05,concluido,515.01
1595,33,2026-01-24,concluido,831.49
1596,199,2025-04-04,concluido,1040.68
1597,393,2025-05-16,concluido,938.91
1598,166,2025-12-24,concluido,516.93
1599,50,2025-08-09,concluido,146.69
1600,428,2025-08-12,cancelado,309.03
1601,17,2025-09-02,concluido,753.79
1602,51,2026-01-08,concluido,980.54
1603,199,2025-11-08,concluido,812.44
1604,360,2025-11-27,concluido,121.17
1605,114,2025-04-13,concluido,152.77
1606,477,2026-02-19,cancelado,1000.84
1607,476,2025-06-09,cancelado,165.94
1608,411,2025-06-16,concluido,573.34
1609,381,2025-08-08,cancelado,653.13
1610,189,2026-02-19,concluido,134.54
1611,316,2025-08-11,concluido,108.95
1612,37,2026-03-26,concluido,163.01
1613,111,2025-12-19,devolvido,190.82
1614,372,2025-10-05,concluido,608.73
1615,99,2026-03-23,concluido,410.71
1616,321,2025-10-03,cancelado,859.71
1617,286,2026-02-05,concluido,203.0
1618,327,2025-04-15,concluido,1028.01
1619,360,2025-12-08,concluido,1330.09
1620,86,2025-05-24,concluido,847.45
1621,259,2025-10-05,concluido,279.36
1622,308,2025-06-01,concluido,560.87
1623,162,2025-12-01,concluido,1495.43
1624,433,2025-09-27,concluido,1158.07
1625,221,2026-03-14,concluido,519.0
1626,124,2026-03-04,concluido,360.2
1627,393,2025-10-27,concluido,1129.64
1628,185,2026-03-15,devolvido,698.87
1629,204,2025-08-10,concluido,100.26
1630,146,2025-09-28,concluido,800.53
1631,456,2026-01-31,concluido,485.48
1632,114,2026-02-12,concluido,506.61
1633,396,2025-09-09,concluido,1050.09
1634,142,2026-03-28,cancelado,791.34
1635,293,2026-01-15,cancelado,274.34
1636,20,2025-04-23,concluido,276.36
1637,136,2026-02-20,concluido,894.13
1638,120,2025-10-21,concluido,485.44
1639,293,2025-07-27,concluido,1380.93
1640,376,2025-11-07,concluido,520.8
1641,248,2026-01-08,concluido,1247.27
1642,354,2025-12-21,concluido,1238.3
1643,49,2025-08-02,concluido,485.57
1644,375,2025-11-03,concluido,603.24
1645,400,2025-10-27,concluido,1167.81
1646,179,2025-04-09,cancelado,679.74
1647,477,2025-06-21,cancelado,1311.19
1648,117,2025-11-12,concluido,1281.74
1649,476,2025-12-24,concluido,1177.26
1650,196,2025-08-08,concluido,810.36
1651,164,2026-02-06,concluido,266.89
1652,258,2026-03-23,concluido,272.14
1653,345,2026-03-12,concluido,619.68
1654,229,2026-02-05,concluido,884.12
1655,47,2025-08-17,concluido,470.19
1656,202,2025-04-27,concluido,537.44
1657,244,2025-05-29,concluido,121.5
1658,205,2025-07-19,concluido,627.86
1659,223,2026-02-22,concluido,239.04
1660,70,2025-04-14,concluido,337.26
1661,203,2025-08-11,concluido,334.34
1662,316,2025-08-25,devolvido,810.16
1663,125,2025-12-01,concluido,1176.32
1664,166,2025-10-26,concluido,885.23
1665,58,2026-02-23,concluido,664.13
1666,179,2025-06-05,concluido,549.56
1667,336,2025-11-09,concluido,491.99
1668,180,2025-11-23,concluido,1485.73
1669,227,2025-08-31,concluido,688.67
1670,474,2025-06-13,concluido,339.54
1671,192,2025-11-19,concluido,1106.31
1672,44,2025-05-17,concluido,129.08
1673,486,2026-03-03,concluido,264.13
1674,427,2026-01-30,concluido,69.91
1675,356,2026-01-18,concluido,492.42
1676,242,2025-07-30,concluido,353.06
1677,276,2025-12-31,concluido,842.32
1678,385,2026-03-01,concluido,750.39
1679,374,2025-08-02,devolvido,1057.85
1680,343,2026-01-02,concluido,895.36
1681,340,2025-04-14,concluido,420.41
1682,31,2025-07-16,concluido,1194.32
1683,317,2025-09-09,concluido,724.19
1684,484,2025-05-05,concluido,613.54
1685,139,2025-10-12,concluido,1373.66
1686,185,2026-03-08,cancelado,77.66
1687,445,2025-07-03,cancelado,610.46
1688,195,2025-08-24,concluido,1079.05
1689,463,2025-09-24,concluido,1306.82
1690,273,2026-02-18,concluido,338.37
1691,495,2025-07-28,concluido,1393.21
1692,12,2025-06-24,concluido,1387.29
1693,157,2025-10-22,concluido,620.43
1694,81,2025-07-28,concluido,1042.25
1695,182,2025-06-08,concluido,392.5
1696,257,2025-05-15,concluido,139.91
1697,132,2025-08-25,cancelado,1341.08
1698,418,2026-01-31,devolvido,1419.0
1699,486,2025-04-16,concluido,269.98
1700,460,2026-01-29,concluido,249.03
1701,374,2025-06-19,concluido,1442.88
1702,314,2026-03-22,cancelado,1045.46
1703,214,2025-05-07,concluido,271.49
1704,497,2025-09-21,concluido,927.78
1705,230,2025-10-15,concluido,349.8
1706,71,2025-04-11,concluido,1041.87
1707,104,2026-02-06,cancelado,498.05
1708,362,2025-10-06,cancelado,1368.87
1709,221,2026-03-19,devolvido,1464.88
1710,75,2025-10-13,concluido,869.02
1711,81,2025-05-31,concluido,858.14
1712,486,2025-06-14,concluido,317.0
1713,430,2025-08-12,cancelado,1104.27
1714,392,2026-03-26,concluido,1460.7
1715,493,2025-10-06,concluido,692.36
1716,479,2026-01-11,concluido,973.43
1717,379,2026-03-07,concluido,1179.71
1718,55,2025-10-22,concluido,87.99
1719,314,2025-07-31,concluido,928.13
1720,314,2026-01-28,concluido,386.66
1721,352,2025-08-07,concluido,165.24
1722,400,2025-05-27,concluido,778.37
1723,310,2026-01-25,concluido,991.87
1724,95,2026-03-06,cancelado,762.6
1725,71,2025-05-10,concluido,378.1
1726,210,2026-02-15,concluido,71.77
1727,139,2026-04-01,devolvido,372.7
1728,344,2025-10-19,devolvido,1148.78
1729,34,2025-12-20,concluido,1434.31
1730,225,2025-05-23,cancelado,760.42
1731,167,2025-06-20,cancelado,1337.0
1732,219,2026-01-08,concluido,110.65
1733,377,2025-04-16,concluido,1094.29
1734,202,2025-09-27,concluido,1126.58
1735,305,2025-08-30,concluido,980.02
1736,361,2026-01-04,concluido,804.94
1737,232,2026-03-03,concluido,1322.76
1738,450,2025-10-21,devolvido,802.12
1739,203,2025-05-16,devolvido,106.91
1740,199,2025-04-03,concluido,964.44
1741,26,2025-07-31,concluido,687.35
1742,453,2026-03-30,concluido,1250.05
1743,237,2025-04-19,concluido,476.91
1744,471,2025-12-24,concluido,799.61
1745,73,2026-02-25,concluido,986.85
1746,47,2025-11-18,concluido,214.1
1747,399,2026-03-06,concluido,1346.78
1748,280,2025-05-05,concluido,649.66
1749,231,2025-08-09,concluido,707.84
1750,460,2025-09-30,concluido,342.8
1751,233,2026-03-13,concluido,519.91
1752,333,2025-04-19,cancelado,1204.91
1753,368,2025-05-12,concluido,182.23
1754,362,2025-10-21,concluido,576.27
1755,269,2026-01-24,concluido,1103.97
1756,500,2025-12-13,concluido,1427.14
1757,194,2026-01-16,concluido,113.66
1758,88,2025-08-01,cancelado,869.96
1759,338,2025-04-10,cancelado,285.08
1760,75,2025-11-12,concluido,1082.47
1761,215,2026-01-21,concluido,1108.73
1762,493,2025-08-01,concluido,958.36
1763,61,2025-12-06,cancelado,1442.63
1764,2,2026-03-14,concluido,417.01
1765,235,2025-06-22,concluido,773.03
1766,414,2025-08-04,concluido,1329.92
1767,122,2025-06-18,concluido,1006.23
1768,233,2025-06-15,concluido,165.14
1769,308,2025-07-22,concluido,1329.14
1770,143,2025-07-18,concluido,858.45
1771,423,2025-10-25,concluido,318.02
1772,29,2025-08-03,concluido,103.25
1773,438,2026-01-27,concluido,888.23
1774,309,2025-09-20,concluido,1384.56
1775,26,2025-12-18,concluido,1490.92
1776,83,2025-05-17,concluido,936.08
1777,355,2025-07-16,concluido,879.81
1778,288,2025-05-29,concluido,710.24
1779,297,2025-06-02,concluido,101.97
1780,394,2025-07-17,concluido,584.43
1781,195,2025-05-16,concluido,1149.74
1782,432,2025-04-07,concluido,474.61
1783,69,2025-11-29,concluido,1296.14
1784,169,2025-11-05,concluido,810.74
1785,357,2025-10-18,concluido,134.37
1786,293,2025-05-11,concluido,962.02
1787,45,2025-06-21,concluido,1048.55
1788,479,2025-10-29,concluido,1074.87
1789,219,2025-08-16,concluido,508.91
1790,270,2025-11-01,concluido,953.7
1791,475,2025-08-03,concluido,865.82
1792,267,2025-07-16,concluido,771.72
1793,414,2025-05-26,concluido,933.64
1794,363,2025-12-31,concluido,330.66
1795,61,2026-02-08,concluido,956.92
1796,61,2025-07-21,concluido,350.63
1797,316,2025-11-10,devolvido,650.36
1798,171,2025-07-06,concluido,1218.76
1799,109,2025-06-07,concluido,341.72
1800,145,2025-04-29,concluido,148.36
1801,154,2025-07-31,concluido,519.69
1802,4,2025-11-26,concluido,533.26
1803,203,2026-03-14,concluido,943.19
1804,15,2025-08-11,concluido,331.32
1805,427,2025-10-28,concluido,1025.09
1806,470,2025-09-21,concluido,101.56
1807,70,2025-04-21,concluido,959.44
1808,457,2025-05-22,cancelado,1349.1
1809,237,2025-04-13,concluido,650.23
1810,381,2025-10-01,concluido,805.56
1811,290,2026-03-18,concluido,507.48
1812,275,2025-12-20,concluido,887.23
1813,170,2025-04-21,concluido,1337.64
1814,182,2025-05-13,concluido,266.49
1815,431,2025-08-28,concluido,1476.25
1816,321,2025-04-22,concluido,290.66
1817,311,2025-05-05,concluido,913.03
1818,443,2025-09-14,concluido,497.01
1819,440,2025-09-01,concluido,95.86
1820,212,2025-06-10,concluido,1321.72
1821,191,2025-12-31,concluido,1428.55
1822,111,2025-11-19,concluido,303.77
1823,192,2026-03-14,concluido,1177.8
1824,468,2025-11-18,concluido,783.69
1825,410,2025-12-02,concluido,775.08
1826,98,2026-02-20,concluido,751.03
1827,448,2025-12-26,concluido,1174.52
1828,74,2025-12-29,concluido,192.46
1829,481,2025-09-22,concluido,1489.44
1830,106,2025-11-27,concluido,716.08
1831,366,2025-08-18,cancelado,217.96
1832,160,2025-08-01,cancelado,1046.23
1833,305,2025-08-09,cancelado,533.27
1834,456,2026-02-13,concluido,804.84
1835,338,2025-06-17,concluido,82.6
1836,389,2026-01-03,concluido,1343.6
1837,165,2026-01-21,concluido,465.52
1838,273,2025-12-18,concluido,689.62
1839,61,2026-02-10,concluido,278.37
1840,59,2025-10-26,concluido,953.27
1841,264,2025-05-02,concluido,836.67
1842,282,2026-03-26,concluido,255.26
1843,361,2026-01-20,concluido,882.42
1844,88,2026-01-23,concluido,939.23
1845,174,2025-09-29,concluido,123.55
1846,15,2025-11-08,concluido,1029.47
1847,55,2025-05-23,concluido,174.87
1848,201,2025-05-08,concluido,914.38
1849,304,2026-02-11,concluido,1050.68
1850,229,2026-02-07,concluido,503.04
1851,419,2026-03-25,concluido,1149.68
1852,415,2025-12-29,concluido,1461.84
1853,387,2025-09-30,concluido,873.29
1854,48,2025-05-09,concluido,1383.55
1855,240,2025-09-25,concluido,500.07
1856,330,2025-07-31,concluido,724.83
1857,119,2025-12-23,cancelado,258.4
1858,459,2025-12-08,concluido,1373.65
1859,201,2026-01-02,concluido,1380.03
1860,170,2026-01-24,concluido,1329.49
1861,233,2025-09-29,concluido,144.78
1862,58,2025-10-01,concluido,718.8
1863,88,2025-06-30,concluido,555.49
1864,295,2025-06-27,concluido,199.25
1865,419,2025-05-27,concluido,205.12
1866,285,2026-03-02,concluido,1199.02
1867,273,2026-03-15,concluido,906.28
1868,123,2025-11-27,concluido,844.53
1869,499,2025-07-11,concluido,145.79
1870,107,2026-03-22,concluido,906.91
1871,402,2025-08-21,devolvido,872.46
1872,176,2025-09-01,concluido,392.42
1873,340,2025-06-12,concluido,1122.08
1874,365,2025-12-29,concluido,755.61
1875,304,2026-03-24,concluido,521.8
1876,50,2025-12-16,concluido,305.45
1877,490,2025-08-08,concluido,917.48
1878,351,2026-02-02,concluido,1168.45
1879,195,2026-03-02,concluido,985.23
1880,32,2026-03-10,concluido,1234.7
1881,455,2025-08-06,concluido,1144.73
1882,415,2025-09-25,concluido,262.75
1883,77,2025-10-08,concluido,472.68
1884,316,2025-04-13,concluido,333.72
1885,349,2025-04-27,cancelado,484.62
1886,407,2025-10-03,cancelado,491.6
1887,483,2025-05-15,cancelado,1090.8
1888,469,2025-08-16,concluido,179.47
1889,5,2025-10-04,concluido,790.11
1890,434,2025-09-28,concluido,476.57
1891,190,2026-02-24,cancelado,1453.45
1892,1,2025-06-07,concluido,1240.09
1893,184,2025-07-20,concluido,459.2
1894,16,2026-01-25,concluido,1068.22
1895,202,2025-08-15,concluido,1082.07
1896,208,2025-11-22,concluido,840.42
1897,340,2025-11-11,concluido,251.65
1898,285,2025-05-21,concluido,1390.5
1899,431,2025-10-16,concluido,468.28
1900,447,2025-05-11,concluido,244.7
1901,37,2025-09-06,concluido,258.79
1902,454,2026-02-13,concluido,683.27
1903,70,2026-01-04,concluido,981.25
1904,213,2026-02-05,cancelado,1345.69
1905,357,2025-05-13,concluido,667.27
1906,93,2025-08-06,concluido,664.98
1907,420,2025-11-03,concluido,565.2
1908,96,2025-12-10,concluido,60.77
1909,256,2025-04-29,concluido,393.29
1910,257,2026-02-03,concluido,1393.52
1911,296,2025-07-28,concluido,1468.44
1912,291,2025-10-25,concluido,584.44
1913,298,2025-09-28,concluido,1051.22
1914,73,2025-09-04,concluido,813.29
1915,440,2025-11-17,devolvido,1179.36
1916,239,2025-09-09,concluido,808.87
1917,313,2025-07-03,concluido,735.05
1918,380,2025-11-29,concluido,1019.64
1919,351,2025-07-05,concluido,1207.24
1920,160,2025-10-31,concluido,1360.2
1921,274,2025-06-02,concluido,729.86
1922,263,2025-10-06,cancelado,882.25
1923,170,2025-08-29,concluido,1442.84
1924,409,2025-04-27,concluido,292.89
1925,356,2025-08-12,cancelado,1136.67
1926,373,2025-06-21,concluido,427.64
1927,323,2026-02-12,concluido,295.16
1928,27,2025-12-27,concluido,473.04
1929,378,2025-11-17,concluido,465.88
1930,43,2025-09-16,concluido,161.45
1931,402,2026-01-31,concluido,242.18
1932,144,2025-09-18,concluido,422.59
1933,380,2025-11-08,concluido,303.19
1934,303,2026-02-01,concluido,1005.78
1935,190,2025-08-12,concluido,428.82
1936,359,2025-10-30,concluido,312.17
1937,271,2025-12-27,cancelado,547.13
1938,44,2025-07-02,devolvido,913.54
1939,421,2025-06-08,concluido,769.12
1940,212,2025-12-15,concluido,395.02
1941,226,2025-12-18,concluido,292.56
1942,296,2025-05-02,concluido,550.36
1943,329,2026-01-14,concluido,1238.32
1944,27,2026-03-29,concluido,628.18
1945,155,2026-01-03,concluido,1424.97
1946,473,2025-11-10,concluido,600.71
1947,362,2026-02-20,concluido,430.81
1948,272,2025-10-07,cancelado,67.2
1949,475,2025-05-16,concluido,603.91
1950,162,2025-11-17,devolvido,1040.17
1951,22,2025-11-19,concluido,820.38
1952,182,2025-09-28,devolvido,676.09
1953,471,2025-08-06,concluido,445.26
1954,139,2025-11-03,concluido,192.5
1955,336,2025-05-09,concluido,718.61
1956,346,2026-02-15,concluido,1114.75
1957,302,2025-09-21,concluido,803.93
1958,347,2025-06-09,concluido,310.88
1959,281,2025-07-30,concluido,62.29
1960,35,2025-09-06,concluido,191.66
1961,54,2025-04-29,concluido,559.7
1962,372,2025-11-20,concluido,329.97
1963,13,2025-05-14,concluido,132.48
1964,305,2025-12-24,concluido,1261.42
1965,487,2026-02-12,concluido,226.6
1966,491,2025-11-19,concluido,1291.84
1967,67,2026-01-26,concluido,1157.59
1968,332,2026-02-14,concluido,1452.39
1969,459,2025-08-27,concluido,317.18
1970,151,2025-08-07,concluido,1407.46
1971,328,2025-10-10,concluido,1493.11
1972,394,2025-12-08,concluido,1359.92
1973,395,2025-12-14,concluido,423.14
1974,400,2025-04-25,concluido,1176.8
1975,196,2025-05-07,concluido,1494.14
1976,133,2025-06-25,devolvido,433.76
1977,226,2026-02-13,concluido,1470.16
1978,103,2025-05-25,concluido,308.74
1979,252,2026-03-12,concluido,833.92
1980,221,2025-11-13,concluido,982.84
1981,468,2026-03-18,concluido,425.54
1982,18,2026-01-20,concluido,878.45
1983,129,2025-12-05,concluido,77.21
1984,255,2026-02-10,concluido,978.49
1985,478,2025-04-02,concluido,616.2
1986,78,2026-01-21,concluido,1361.7
1987,295,2025-05-28,concluido,1076.03
1988,395,2025-12-14,concluido,682.28
1989,433,2025-05-29,concluido,1227.8
1990,36,2025-09-24,concluido,54.8
1991,489,2025-10-25,concluido,1180.75
1992,63,2025-07-24,concluido,1405.81
1993,184,2025-08-31,concluido,489.1
1994,29,2025-11-27,concluido,1440.29
1995,47,2025-11-12,concluido,1287.35
1996,175,2025-09-22,concluido,716.48
1997,393,2025-06-16,concluido,344.52
1998,284,2025-06-20,concluido,607.04
1999,98,2025-12-22,concluido,615.65
2000,55,2026-03-08,concluido,570.93
